,Category,Description,carbs,protein,fat,fiber,calories,goal_tag,diet_type
0,milk,"milk, nfs",-0.8038877622789343,-0.7087191451062733,-0.8027867663309524,-0.756656900553733,-1.1614512615679393,4,1
1,milk,"milk, whole",-0.8128939682932805,-0.7154737375691539,-0.6570861890188456,-0.756656900553733,-1.088392989666525,4,1
2,milk,"milk, low sodium, whole",-0.8223504846083438,-0.7357375149577957,-0.6257786269517814,-0.756656900553733,-1.0826076645819458,4,1
3,milk,"milk, calcium fortified, whole",-0.8128939682932805,-0.7154737375691539,-0.6570861890188456,-0.756656900553733,-1.088392989666525,4,1
4,milk,"milk, calcium fortified, low fat (1%)",-0.7894778326559807,-0.7042160834643528,-0.9280170145992093,-0.756656900553733,-1.2201945624267414,4,1
5,milk,"milk, calcium fortified, fat free (skim)",-0.8047883828803691,-0.7019645526433926,-1.0207355637978226,-0.756656900553733,-1.2810888174836566,4,1
6,milk,"milk, reduced fat (2%)",-0.8020865210760652,-0.7075933796957932,-0.8136239993541668,-0.756656900553733,-1.1659756824674177,4,1
7,milk,"milk, acidophilus, low fat (1%)",-0.7894778326559807,-0.7042160834643528,-0.9280170145992093,-0.756656900553733,-1.2201945624267414,4,1
8,milk,"milk, acidophilus, reduced fat (2%)",-0.8020865210760652,-0.7075933796957932,-0.8136239993541668,-0.756656900553733,-1.1659756824674177,4,1
9,milk,"milk, low fat (1%)",-0.7894778326559807,-0.7042160834643528,-0.9280170145992093,-0.756656900553733,-1.2201945624267414,4,1
10,milk,"milk, fat free (skim)",-0.8029871416774997,-0.6985872564119524,-1.0327769338236166,-0.756656900553733,-1.2856874092175528,4,1
11,milk,"milk, lactose free, low fat (1%)",-0.7894778326559807,-0.7042160834643528,-0.9280170145992093,-0.756656900553733,-1.2201945624267414,4,1
12,milk,"milk, lactose free, fat free (skim)",-0.8029871416774997,-0.6985872564119524,-1.0327769338236166,-0.756656900553733,-1.2856874092175528,4,1
13,milk,"milk, lactose free, reduced fat (2%)",-0.8020865210760652,-0.7075933796957932,-0.8136239993541668,-0.756656900553733,-1.1659756824674177,4,1
14,milk,"milk, lactose free, whole",-0.8128939682932805,-0.7154737375691539,-0.6570861890188456,-0.756656900553733,-1.088392989666525,4,1
21,milk,"milk, dry, reconstituted, ns as to fat content",-0.8160461403983017,-0.7244798608529947,-1.033981070826196,-0.756656900553733,-1.301782480286189,4,1
22,milk,"milk, dry, reconstituted, whole",-0.7593070425079215,-0.6332928626041066,-0.551122132791859,-0.756656900553733,-0.9726864879749445,4,1
23,milk,"milk, dry, reconstituted, low fat (1%)",-0.8182976919018881,-0.727857157084435,-0.920792192583733,-0.756656900553733,-1.241407421070198,4,1
24,milk,"milk, dry, reconstituted, fat free (skim)",-0.8160461403983017,-0.7244798608529947,-1.033981070826196,-0.756656900553733,-1.301782480286189,4,1
25,milk,"milk, evaporated, ns as to fat content",-0.5710773368080887,-0.31807854766967864,-0.1320824558942299,-0.756656900553733,-0.5332984648846104,1,1
26,milk,"milk, evaporated, whole",-0.5710773368080887,-0.31807854766967864,-0.1320824558942299,-0.756656900553733,-0.5332984648846104,1,1
27,milk,"milk, evaporated, reduced fat (2%)",-0.521092893428468,-0.2494068576303925,-0.8063991773386905,-0.756656900553733,-0.8560899362703522,4,1
28,milk,"milk, evaporated, fat free (skim)",-0.512086687414122,-0.2347719072941512,-1.018327289792664,-0.756656900553733,-0.9637859878448229,4,1
29,milk,"milk, condensed, sweetened",1.4264991571738683,-0.19424435251686756,0.005189162399820987,-0.756656900553733,0.8915232642790157,1,1
43,yogurt,"yogurt, nfs",-0.7061704270232797,-0.49369795170457415,-0.8557687944444456,-0.756656900553733,-1.0697761102276873,4,1
44,yogurt,"yogurt, greek, ns as to type of milk or flavor",-0.8457666202456435,0.03541179122107273,-0.8112157253490081,-0.756656900553733,-0.9976078883392849,4,1
45,yogurt,"yogurt, ns as to type of milk or flavor",-0.7061704270232797,-0.49369795170457415,-0.8557687944444456,-0.756656900553733,-1.0697761102276873,4,1
46,yogurt,"yogurt, ns as to type of milk, plain",-0.7061704270232797,-0.49369795170457415,-0.8557687944444456,-0.756656900553733,-1.0697761102276873,4,1
47,yogurt,"yogurt, whole milk, plain",-0.8133442785939978,-0.6940841947700319,-0.6510655040059486,-0.756656900553733,-1.0797150020396562,4,1
48,yogurt,"yogurt, low fat milk, plain",-0.7061704270232797,-0.49369795170457415,-0.8557687944444456,-0.756656900553733,-1.0697761102276873,4,1
49,yogurt,"yogurt, nonfat milk, plain",-0.6773505677773722,-0.4396612120015293,-1.0207355637978226,-0.756656900553733,-1.128000215245566,4,1
50,yogurt,"yogurt, greek, ns as to type of milk, plain",-0.8457666202456435,0.03541179122107273,-0.8112157253490081,-0.756656900553733,-0.9976078883392849,4,1
51,yogurt,"yogurt, greek, whole milk, plain",-0.8439653790427744,-0.07153592277453669,-0.4403415285545547,-0.756656900553733,-0.8190045190615124,4,1
